ticker,signal_date,entry_date,entry,scoreable,fixed_exit_date,fixed_ret_pct,fixed_net_pct,ma_exit_date,ma_exit_reason,ma_weeks_held,ma_ret_pct,ma_net_pct
AEGISLOG.NS,2021-01-18,2021-01-25,265.75,True,2022-01-24,-27.41,-27.71,2021-08-09,ma_break,28,-1.56,-1.86
AEGISLOG.NS,2022-07-18,2022-07-25,246.93,True,2023-07-24,45.61,45.31,2023-06-05,ma_break,45,30.9,30.6
AEGISLOG.NS,2023-07-24,2023-07-31,364.5,True,2024-07-29,98.56,98.26,2023-08-21,ma_break,3,-4.47,-4.77
AEGISLOG.NS,2025-05-05,2025-05-12,799.21,True,2026-05-11,-16.1,-16.4,2025-06-23,ma_break,6,-3.62,-3.92
AEGISLOG.NS,2026-05-18,2026-05-25,722.15,False,2026-08-10,75.1,74.8,2026-08-10,52w_cap,11,75.1,74.8
AEGISVOPAK.NS,2026-06-15,2026-06-22,239.73,False,2026-08-10,14.11,13.81,2026-08-10,52w_cap,7,14.11,13.81
AEROFLEX.NS,2024-08-19,2024-08-26,180.37,True,2025-08-25,-5.6,-5.9,2025-02-24,ma_break,26,5.64,5.34
AEROFLEX.NS,2025-12-22,2025-12-29,202.49,False,2026-08-10,120.53,120.23,2026-01-12,ma_break,2,-9.71,-10.01
AETHER.NS,2023-06-05,2023-06-12,1015.0,True,2024-06-10,-15.77,-16.07,2023-09-25,ma_break,15,-3.35,-3.65
AETHER.NS,2024-12-30,2025-01-06,906.0,True,2026-01-05,8.15,7.85,2025-01-13,ma_break,1,-7.03,-7.33
AETHER.NS,2026-01-05,2026-01-12,960.0,False,2026-08-10,67.99,67.69,2026-08-10,52w_cap,30,67.99,67.69
AFFLE.NS,2020-07-27,2020-08-03,339.4,True,2021-08-02,145.21,144.91,2021-06-21,ma_break,46,165.17,164.87
AFFLE.NS,2021-09-20,2021-09-27,1079.91,True,2022-09-26,16.78,16.48,2022-05-09,ma_break,32,0.93,0.63
AFFLE.NS,2022-11-07,2022-11-14,1266.85,True,2023-11-13,-18.24,-18.54,2022-12-19,ma_break,5,-13.96,-14.26
