ticker,signal_date,entry_date,ret_pct,win,idx_above_40wma,idx_off_52wk_high,idx_13wk_ret,idx_52wk_ret,idx_weeks_above_40wma,breadth,mrs,pct_above_ma30,ma30_slope_pct,pct_off_52wk_high,pct_above_52wk_low,vol_surge_x,prior_52wk_ret,weeks_above_ma30,mcap_cr,price,candle_bullish,candle_body_pct,candle_range_pct,range_expansion_x,close_position,body_share_of_range,gap_pct,weeks_listed,listing_censored,ma_break_week
POWERGRID.NS,2020-08-17,2020-08-24,30.74,False,True,-7.94,25.8,5.01,6,78,0.158,11.19,-0.64,-3.66,21.33,1.42,-2.7,5,71378.0,76.9,True,7.44,8.49,1.29,0.906,0.879,0.34,291,True,4
POWERGRID.NS,2021-09-27,2021-10-04,16.86,False,True,-1.8,11.51,53.56,64,63,0.421,13.49,1.68,0.0,72.19,1.61,65.29,50,105045.0,113.18,True,8.7,13.08,2.63,0.731,0.67,0.2,349,True,36
POWERGRID.NS,2022-10-24,2022-10-31,27.45,False,True,-2.57,3.66,0.65,14,32,0.333,3.0,0.24,-3.93,33.87,0.68,31.66,1,133405.0,143.73,True,3.18,6.88,1.2,0.851,0.475,1.15,405,True,1
POWERGRID.NS,2025-04-07,2025-04-14,7.72,False,False,-12.8,-2.57,1.37,0,35,0.313,0.7,-1.47,-12.17,21.23,1.27,14.32,1,273315.0,294.48,True,7.23,8.04,1.31,0.96,0.903,-3.5,533,True,6
POWERINDIA.NS,2021-03-22,2021-03-29,161.04,True,True,-4.33,5.51,67.52,37,33,0.746,14.99,4.9,-6.92,69.56,1.27,,23,6007.0,1334.95,True,1.48,11.18,1.13,0.307,0.135,0.65,51,False,-1
POWERINDIA.NS,2023-02-27,2023-03-06,94.95,True,True,-5.89,-5.89,8.3,32,27,0.023,2.14,-0.8,-11.43,15.97,1.37,-6.71,1,15009.0,3335.26,True,2.01,7.49,1.19,0.446,0.272,0.0,152,False,4
POWERMECH.NS,2022-08-15,2022-08-22,206.14,True,True,-3.16,9.17,7.95,4,55,3.156,37.85,1.64,0.0,54.48,4.52,50.7,4,2012.0,637.48,True,15.29,19.74,2.85,0.904,0.792,-0.0,364,False,23
POWERMECH.NS,2024-06-03,2024-06-10,21.45,False,True,0.0,3.54,25.46,59,56,0.255,5.3,3.47,-5.42,58.41,1.16,56.91,1,7948.0,2518.59,True,0.72,17.12,1.82,0.931,0.048,8.0,458,False,19
PPLPHARMA.NS,2023-10-30,2023-11-06,165.51,True,True,-4.76,-1.47,6.15,28,31,0.615,14.86,4.87,-23.89,59.82,3.81,-36.81,19,13455.0,104.51,True,6.79,15.52,2.17,0.677,0.452,5.95,54,False,18
PRAJIND.NS,2020-12-07,2020-12-14,179.08,True,True,0.0,17.88,11.81,22,65,2.221,57.5,7.2,-6.57,115.14,2.96,15.57,17,2039.0,106.38,True,14.09,23.16,3.09,0.816,0.634,0.0,307,True,44
PRAJIND.NS,2023-07-17,2023-07-24,67.42,True,True,0.0,12.03,18.1,13,52,0.138,16.37,1.29,-6.1,29.79,1.88,11.13,9,7735.0,403.6,True,2.06,5.38,1.06,0.452,0.384,1.56,443,True,25
PRAKASH.NS,2024-07-22,2024-07-29,-14.64,False,True,0.0,10.77,26.41,66,84,0.122,6.91,1.8,-10.68,112.01,1.21,114.75,7,3786.0,188.14,True,6.72,12.79,1.12,0.689,0.535,0.11,496,True,1
PRAKASH.NS,2025-08-04,2025-08-11,-31.11,False,True,-6.94,1.48,-0.02,16,49,0.454,8.38,1.3,-19.43,27.29,5.52,-0.06,4,3531.0,175.45,True,6.78,16.75,1.81,0.494,0.41,0.91,550,True,0
PRECAM.NS,2024-09-02,2024-09-09,-10.96,False,True,-1.52,6.71,25.39,72,95,0.055,26.01,-0.16,-7.22,42.64,1.77,-11.02,3,2403.0,253.33,True,4.8,13.98,1.68,0.458,0.348,0.14,447,False,22
PRECWIRE.NS,2024-06-10,2024-06-17,25.77,False,True,0.0,6.55,24.64,60,101,0.527,7.87,1.52,-4.72,69.96,1.85,63.14,1,2491.0,139.32,True,9.53,13.53,1.17,0.825,0.715,1.26,490,True,27
PREMEXPLN.NS,2025-05-19,2025-05-26,32.61,False,True,-5.06,9.02,8.26,5,145,0.451,25.89,-0.27,-38.66,70.16,5.26,7.46,3,2912.0,545.74,True,5.24,20.86,1.72,0.297,0.253,5.17,466,False,9
PRESTIGE.NS,2019-03-18,2019-03-25,-25.52,False,True,-1.91,6.54,14.59,3,34,0.851,29.33,-1.63,-12.27,56.02,6.01,-3.17,2,11102.0,262.02,True,22.77,31.06,3.66,0.751,0.737,1.65,217,True,48
PRESTIGE.NS,2021-02-22,2021-03-01,44.42,False,True,-4.18,12.03,29.7,33,88,0.2,12.24,5.64,-0.58,113.85,1.79,3.58,29,12473.0,294.37,True,0.18,11.38,1.52,0.568,0.017,-0.0,318,True,7
PRESTIGE.NS,2022-08-08,2022-08-15,20.43,False,True,-3.49,12.14,7.07,3,45,0.007,3.25,-1.12,-10.06,40.41,1.18,37.57,1,19501.0,460.26,True,7.02,11.79,1.32,0.809,0.609,0.4,394,True,5
PRESTIGE.NS,2025-06-02,2025-06-09,-21.15,False,True,-4.49,10.87,7.35,7,124,0.558,21.9,-1.5,-13.46,52.7,2.27,-2.54,4,72474.0,1710.48,True,15.54,16.74,1.9,0.928,0.928,1.19,541,True,27
PRICOLLTD.NS,2024-10-14,2024-10-21,10.68,False,True,-5.06,1.32,27.18,78,92,0.107,0.19,2.76,-10.34,46.44,0.47,34.48,1,5891.0,466.81,True,1.51,5.1,0.7,0.571,0.3,0.27,508,True,0
PRINCEPIPE.NS,2020-12-21,2020-12-28,156.58,True,True,-0.08,24.42,12.28,24,35,3.755,41.72,14.94,0.0,261.17,0.54,,21,2996.0,268.64,True,8.23,16.07,1.46,0.691,0.525,-4.27,51,False,50
PRINCEPIPE.NS,2023-05-29,2023-06-05,0.9,False,True,-0.87,5.34,11.76,6,82,0.304,8.89,1.18,0.0,23.5,5.62,0.72,2,7098.0,636.45,True,4.24,8.31,1.49,0.511,0.511,0.36,178,False,20
PRIVISCL.NS,2021-01-18,2021-01-25,186.38,True,True,-0.43,20.47,17.34,28,36,0.726,19.72,4.24,0.0,110.04,1.83,77.43,34,2452.0,636.11,True,10.64,15.79,2.31,0.924,0.698,0.65,298,False,-1
PRIVISCL.NS,2023-09-25,2023-10-02,24.01,False,True,-2.74,2.34,14.88,23,43,0.112,10.1,3.27,-15.62,33.68,1.08,-15.95,6,4664.0,1210.04,True,1.46,5.37,0.96,0.273,0.273,-0.11,438,False,13
PRIVISCL.NS,2024-09-30,2024-10-07,63.41,True,True,-4.45,2.84,27.28,76,80,0.636,14.07,2.8,-6.99,52.7,0.38,25.75,18,5798.0,1504.17,True,3.53,6.54,0.74,0.647,0.543,0.02,491,False,18
PRSMJOHNSN.NS,2017-10-23,2017-10-30,-27.05,False,True,0.0,3.08,19.51,42,45,0.251,5.06,1.67,-2.83,55.1,1.87,13.25,1,5954.0,118.64,True,10.85,15.54,2.25,0.711,0.699,-1.41,144,True,1
PRSMJOHNSN.NS,2019-07-22,2019-07-29,-51.84,False,True,-5.36,-4.0,0.05,21,25,0.115,4.87,0.86,-19.81,37.44,0.44,-21.07,21,4598.0,91.61,True,0.82,4.99,0.59,0.578,0.167,0.05,235,True,1
PRSMJOHNSN.NS,2020-09-14,2020-09-21,103.89,True,True,-6.86,12.3,2.05,10,47,0.376,33.92,-2.87,-31.68,96.35,2.2,-26.9,6,2966.0,59.1,True,9.44,15.56,1.38,0.607,0.607,1.79,295,True,47
PRSMJOHNSN.NS,2022-01-10,2022-01-17,-32.89,False,True,-0.45,-0.45,26.48,79,36,0.422,14.69,0.36,0.0,77.18,5.15,76.86,3,7460.0,148.65,True,10.15,19.86,3.09,0.607,0.52,0.75,364,True,3
PRSMJOHNSN.NS,2023-04-17,2023-04-24,36.69,False,False,-5.73,-2.24,2.63,0,46,0.434,7.18,-1.61,-7.63,22.15,4.96,4.2,1,6103.0,121.6,True,7.71,16.03,2.01,0.481,0.481,-0.53,430,True,-1
PRSMJOHNSN.NS,2024-09-09,2024-09-16,-22.1,False,True,0.0,8.06,25.57,73,85,1.209,26.59,0.59,0.0,65.3,13.73,58.73,2,10619.0,211.59,True,17.74,43.02,5.09,0.535,0.431,0.26,503,True,13
PRUDENT.NS,2023-05-22,2023-05-29,80.69,True,True,-1.05,5.92,13.13,5,63,1.265,2.37,2.69,-13.23,86.81,2.42,76.85,1,3653.0,900.56,True,6.36,21.57,2.46,0.313,0.296,-0.69,53,False,41
PRUDENT.NS,2025-05-12,2025-05-19,2.83,False,True,-4.43,9.12,11.37,4,110,0.205,0.68,-1.47,-28.09,53.97,0.5,55.99,1,10247.0,2526.33,True,6.37,11.72,0.79,0.9,0.565,6.85,156,False,18
PSPPROJECT.NS,2019-06-03,2019-06-10,-29.79,False,True,-0.44,7.57,10.24,14,47,1.422,24.2,3.73,0.0,44.79,1.26,7.84,15,2048.0,514.72,True,2.97,10.96,1.82,0.461,0.277,-0.0,105,False,24
PSPPROJECT.NS,2021-09-27,2021-10-04,27.97,False,True,-1.8,11.51,53.56,64,63,0.031,17.02,-0.3,0.0,33.66,8.77,24.41,2,2018.0,507.11,True,13.32,23.28,3.0,0.935,0.615,1.26,226,False,11
PSPPROJECT.NS,2022-10-31,2022-11-07,26.31,False,True,-0.76,4.14,1.12,15,38,0.568,7.09,1.47,-7.94,33.07,0.63,15.83,1,2433.0,611.48,True,8.3,9.48,1.02,0.95,0.881,0.38,283,False,50
PSPPROJECT.NS,2023-11-06,2023-11-13,-21.11,False,True,-3.8,-0.02,5.86,29,43,0.32,2.87,1.63,-4.96,24.99,0.87,24.27,2,3098.0,778.6,False,-2.43,3.82,0.65,0.289,0.66,1.94,336,False,1
PSPPROJECT.NS,2025-06-09,2025-06-16,37.97,False,True,-5.58,10.36,5.34,8,115,0.426,8.31,0.84,-3.87,16.17,4.07,5.82,2,2780.0,698.65,True,8.2,14.93,4.22,0.604,0.553,0.0,419,False,8
PTC.NS,2023-01-09,2023-01-16,143.09,True,True,-3.96,4.49,-1.64,25,77,1.455,23.11,1.5,0.0,44.45,4.98,-8.66,3,2047.0,70.59,True,7.78,14.87,2.26,0.523,0.523,4.98,416,True,-1
PTC.NS,2024-09-09,2024-09-16,-23.66,False,True,0.0,8.06,25.57,73,85,0.724,12.97,-0.39,-2.36,79.46,1.97,68.31,3,5462.0,188.32,True,10.75,13.15,1.5,0.972,0.833,-0.13,503,True,2
PTCIL.NS,2024-05-27,2024-06-03,69.53,True,True,-1.86,0.86,21.56,58,50,2.502,16.44,5.33,-2.66,172.94,2.84,,23,12486.0,8379.6,True,2.39,12.83,1.32,0.71,0.199,0.6,51,False,20
PTCIL.NS,2025-06-23,2025-06-30,17.49,False,True,-2.07,9.01,6.78,10,73,0.479,9.93,3.12,-11.8,47.65,1.45,9.64,7,22451.0,15067.0,True,7.12,9.54,0.8,0.871,0.755,0.0,107,False,6
PURVA.NS,2023-06-19,2023-06-26,418.11,True,True,-0.85,10.15,18.89,9,81,0.512,15.75,0.08,-8.42,50.42,2.83,24.58,4,2278.0,95.91,True,4.91,9.23,1.33,0.869,0.548,0.27,439,True,-1
PVRINOX.NS,2018-10-08,2018-10-15,36.83,False,False,-10.34,-4.96,3.0,0,19,0.115,1.24,-0.62,-9.75,18.88,0.64,-5.57,1,12683.0,1293.88,True,13.35,22.55,2.25,0.908,0.629,-0.03,194,True,0
PVRINOX.NS,2019-12-16,2019-12-23,-28.58,False,True,0.0,8.85,14.11,10,17,0.248,8.18,0.27,-1.72,32.5,0.94,17.42,14,17599.0,1795.36,True,4.54,5.77,0.87,0.82,0.788,0.06,256,True,10
PVRINOX.NS,2021-09-27,2021-10-04,8.58,False,True,-1.8,11.51,53.56,64,63,0.066,20.99,0.24,0.0,52.1,2.24,23.0,6,15680.0,1599.55,False,-3.75,7.36,1.29,0.452,0.548,10.0,349,True,7
PVRINOX.NS,2023-08-28,2023-09-04,-12.95,False,True,-1.57,4.86,10.81,19,93,0.242,16.71,0.15,-6.32,29.61,0.77,-4.33,6,17439.0,1779.0,True,2.54,4.31,0.97,0.734,0.592,0.54,449,True,18
PVRINOX.NS,2024-11-25,2024-12-02,-30.36,False,True,-7.82,-4.38,19.06,2,38,0.023,3.69,0.83,-13.29,19.56,1.25,-11.52,1,15096.0,1540.05,True,3.36,6.33,0.94,0.84,0.541,1.66,514,True,1
QUESS.NS,2017-10-23,2017-10-30,-14.38,False,True,0.0,3.08,19.51,42,45,0.131,1.56,2.55,-7.84,56.03,2.12,45.2,1,11558.0,763.31,True,3.23,9.36,1.46,0.572,0.353,0.27,67,False,0
QUESS.NS,2020-01-20,2020-01-27,-6.73,False,True,-0.84,5.74,13.61,15,64,0.245,26.83,-0.84,-22.24,44.17,1.8,-3.48,4,8264.0,545.77,True,8.76,12.88,1.63,0.908,0.699,0.89,184,False,5
QUESS.NS,2023-10-30,2023-11-06,70.64,True,True,-4.76,-1.47,6.15,28,31,0.033,1.82,2.12,-11.1,22.23,0.44,-21.19,23,5847.0,386.15,True,0.55,3.54,0.62,0.397,0.156,0.2,381,False,-1
RADICO.NS,2020-01-20,2020-01-27,29.66,False,True,-0.84,5.74,13.61,15,64,0.749,21.79,2.45,-12.89,39.38,2.51,-9.31,5,4974.0,373.23,True,6.17,10.96,1.71,0.942,0.585,0.42,261,True,7
RADICO.NS,2021-02-08,2021-02-15,77.07,True,True,0.0,19.21,25.18,31,51,0.312,22.45,4.29,0.0,107.73,0.98,29.4,37,7145.0,536.14,True,5.79,8.48,1.2,0.881,0.694,0.09,316,True,50
RADICO.NS,2022-07-18,2022-07-25,47.39,False,False,-8.83,-2.64,5.45,0,52,0.023,1.38,-2.97,-24.32,24.04,0.65,9.77,1,12439.0,933.43,True,3.05,4.82,0.6,0.692,0.635,0.28,391,True,21
RADICO.NS,2023-10-09,2023-10-16,78.66,True,True,-2.19,0.95,14.93,25,45,0.089,2.43,0.32,-10.22,28.57,0.82,21.48,1,16622.0,1247.33,True,2.78,4.65,0.69,0.801,0.604,0.0,455,True,32
RADIOCITY.NS,2018-03-05,2018-03-12,-20.04,False,True,-7.61,-0.38,14.46,61,18,0.101,0.44,0.67,-10.53,12.84,0.38,,2,2180.0,61.39,False,-2.63,11.3,1.34,0.622,0.256,0.0,51,False,0
RAILTEL.NS,2022-10-03,2022-10-10,106.76,True,True,-5.58,6.74,-3.24,11,47,0.627,14.27,1.6,-15.6,32.5,1.98,-15.99,6,3429.0,107.99,True,9.79,11.11,1.72,0.891,0.882,-0.19,84,False,16
RAILTEL.NS,2025-06-02,2025-06-09,-31.09,False,True,-4.49,10.87,7.35,7,124,0.699,25.16,-0.29,-24.87,58.5,3.24,18.44,4,13919.0,438.4,True,12.16,18.37,1.73,0.712,0.667,-0.64,223,False,7
RAIN.NS,2020-01-06,2020-01-13,20.47,False,True,-0.12,8.42,13.54,13,61,0.994,23.98,-0.56,-8.21,48.66,3.0,2.33,4,3711.0,113.14,True,10.67,24.56,2.32,0.724,0.462,-0.19,259,True,7
RAIN.NS,2021-12-06,2021-12-13,-19.99,False,True,-4.51,0.82,29.58,74,36,0.655,1.51,2.07,-15.49,77.82,0.74,63.73,1,7014.0,213.83,True,4.81,6.78,0.62,0.761,0.711,-0.0,359,True,0
RAIN.NS,2023-09-04,2023-09-11,1.91,False,True,0.0,6.77,11.14,20,99,0.113,13.22,-0.33,-2.01,22.89,3.19,-2.17,2,5815.0,177.27,True,9.3,11.32,2.08,0.842,0.823,0.52,450,True,6
RAIN.NS,2024-12-02,2024-12-09,-41.53,False,True,-5.73,-0.7,17.68,3,72,0.286,9.56,-0.89,-11.57,25.77,2.0,23.18,1,5880.0,179.27,True,17.48,21.12,2.34,0.904,0.839,0.36,515,True,4
RAINBOW.NS,2023-05-01,2023-05-08,71.79,True,True,-3.35,1.2,10.1,2,70,2.006,8.72,2.83,-2.91,91.64,0.92,,6,8233.0,806.66,True,2.96,4.94,0.77,0.868,0.608,0.0,51,False,43
RAINBOW.NS,2024-05-27,2024-06-03,6.03,False,True,-1.86,0.86,21.56,58,50,0.431,5.33,2.83,-11.15,41.12,0.68,39.91,11,13183.0,1291.68,True,4.39,7.79,0.78,0.871,0.576,0.08,107,False,3
RAINBOW.NS,2025-06-16,2025-06-23,-1.37,False,True,-4.07,7.55,6.86,9,52,0.017,1.8,-1.56,-11.97,25.14,0.83,11.97,1,14758.0,1445.91,True,2.12,4.78,0.64,0.617,0.448,0.03,162,False,12
RAJESHEXPO.NS,2018-09-17,2018-09-24,-10.89,False,True,-4.6,2.97,11.83,25,24,0.026,14.91,-2.12,-7.7,34.24,1.87,0.94,3,22395.0,752.62,True,6.77,9.71,1.75,0.697,0.697,0.27,191,True,2
RAJESHEXPO.NS,2019-11-11,2019-11-18,-35.88,False,True,-0.23,7.67,11.36,5,27,0.29,2.63,0.27,-3.45,24.24,0.63,23.71,1,20741.0,697.03,True,3.41,6.89,1.37,0.777,0.504,0.39,251,True,1
RAJESHEXPO.NS,2021-06-14,2021-06-21,-5.15,False,True,-0.73,6.37,53.09,49,33,0.435,20.51,2.73,0.0,36.41,2.05,29.54,29,17944.0,603.03,True,6.88,14.85,2.56,0.598,0.472,0.69,334,True,39
RAJESHEXPO.NS,2022-10-10,2022-10-17,-36.51,False,True,-5.86,7.08,-6.29,12,30,0.454,15.54,-2.15,-21.37,33.03,2.54,7.69,2,20656.0,694.2,True,15.7,18.4,2.46,0.906,0.86,-1.09,403,True,18
RAJRILTD.NS,2020-06-15,2020-06-22,-14.59,False,False,-17.07,17.14,-12.62,0,19,48.312,361.54,33.33,0.0,700.0,6.46,300.0,3,2293.0,40.0,True,100.0,166.67,5.0,1.0,0.8,0.0,282,True,5
RALLIS.NS,2017-12-18,2017-12-25,-30.16,False,True,0.0,5.3,31.4,50,40,0.017,9.82,0.3,0.0,37.03,2.9,36.08,4,4512.0,232.5,True,9.71,15.89,2.39,0.755,0.624,-0.3,152,True,5
RALLIS.NS,2019-09-02,2019-09-09,87.85,True,False,-8.19,-7.79,-5.55,0,18,0.101,4.44,-0.07,-18.44,14.32,0.4,-19.23,8,2868.0,147.81,True,1.79,5.09,0.9,0.827,0.359,0.0,241,True,27
RALLIS.NS,2021-06-07,2021-06-14,-45.43,False,True,0.0,5.11,58.42,48,52,0.107,23.13,3.54,0.0,43.62,2.95,49.24,8,6294.0,324.36,True,7.13,10.6,1.66,0.743,0.678,1.92,333,True,9
RALLIS.NS,2022-12-05,2022-12-12,1.14,False,True,-1.07,3.72,5.63,20,68,0.293,17.46,1.09,-8.87,36.08,2.63,-1.51,8,4727.0,243.58,True,5.49,8.31,1.51,0.661,0.661,0.06,411,True,5
RALLIS.NS,2024-02-26,2024-03-04,-15.87,False,True,0.0,10.22,26.97,45,38,0.134,7.3,1.93,-3.45,36.47,0.33,25.61,35,4766.0,245.59,True,3.62,6.35,0.89,0.898,0.582,0.0,475,True,36
RALLIS.NS,2025-05-26,2025-06-02,-27.9,False,True,-5.46,11.87,9.85,6,164,0.676,21.3,-2.62,-10.22,54.29,3.28,25.83,3,6085.0,313.56,True,13.99,16.48,1.86,0.9,0.855,1.01,540,True,18
RAMCOCEM.NS,2017-09-04,2017-09-11,-10.69,False,True,-1.31,2.76,12.05,35,46,0.232,6.75,0.53,0.0,38.88,1.88,23.69,2,16610.0,704.17,True,5.49,8.18,1.31,0.763,0.677,-0.8,137,True,4
RAMCOCEM.NS,2019-02-25,2019-03-04,5.91,False,False,-6.99,-0.12,3.87,0,33,0.042,9.57,-0.73,-18.23,22.54,2.65,-6.95,2,15830.0,671.13,True,6.83,11.21,1.67,0.897,0.628,1.01,214,True,21
RAMCOCEM.NS,2020-08-17,2020-08-24,34.23,False,True,-7.94,25.8,5.01,6,78,0.131,13.89,-2.37,-15.61,54.11,1.43,1.62,6,16934.0,717.93,True,7.55,10.91,1.35,0.884,0.705,0.08,291,True,50
RAMCOCEM.NS,2023-02-20,2023-02-27,16.76,False,True,-6.58,-5.66,4.85,31,40,0.037,0.66,0.74,-10.95,24.1,1.25,-7.03,3,16828.0,713.43,False,-2.26,5.63,0.92,0.294,0.417,0.5,422,True,49
RAMCOCEM.NS,2024-11-11,2024-11-18,12.03,False,False,-10.11,-4.11,19.26,0,31,0.214,9.41,0.96,-12.55,22.02,1.84,-10.07,13,21190.0,898.34,True,4.22,8.12,1.73,0.646,0.525,0.0,512,True,12
RAMCOIND.NS,2017-08-21,2017-08-28,0.88,False,True,-2.08,2.73,14.98,33,33,0.285,6.23,1.76,-9.24,48.43,0.65,52.7,1,2044.0,235.61,True,6.4,8.25,0.94,0.824,0.779,0.59,135,True,23
RAMCOIND.NS,2021-02-01,2021-02-08,0.39,False,True,0.0,21.7,23.36,30,38,0.333,18.55,4.38,0.0,118.53,1.88,26.11,31,2006.0,231.33,True,2.64,13.96,2.11,0.487,0.197,1.05,315,True,37
RAMCOIND.NS,2024-05-20,2024-05-27,7.86,False,True,0.0,3.35,24.1,57,35,0.463,5.99,1.87,-7.89,49.06,1.65,64.78,1,2035.0,234.67,True,7.38,18.55,2.09,0.581,0.411,1.24,487,True,10
RAMCOIND.NS,2025-06-02,2025-06-09,11.93,False,True,-4.49,10.87,7.35,7,124,0.108,3.32,0.22,-17.42,17.26,1.28,7.38,2,2266.0,261.24,True,2.39,7.82,1.03,0.306,0.306,-0.05,541,True,29
RAMKY.NS,2024-07-22,2024-07-29,-24.45,False,True,0.0,10.77,26.41,66,84,0.534,23.76,-1.84,-15.98,65.1,2.4,82.09,3,5229.0,762.7,True,17.34,24.12,2.06,0.892,0.744,-0.32,496,True,12
RAMRAT.NS,2025-05-12,2025-05-19,51.27,True,True,-4.43,9.12,11.37,4,110,0.38,3.93,-3.47,-21.69,63.08,1.9,51.4,1,2669.0,283.71,True,9.29,13.08,1.24,0.71,0.71,0.81,146,False,21
RANEHOLDIN.NS,2024-07-01,2024-07-08,-11.33,False,True,0.0,8.04,25.82,63,88,2.867,42.36,1.66,0.0,82.32,8.56,62.86,4,2223.0,1653.05,True,30.11,40.67,4.75,0.778,0.749,1.38,493,True,24
RATEGAIN.NS,2023-01-09,2023-01-16,116.07,True,True,-3.96,4.49,-1.64,25,77,0.82,20.33,0.89,-18.96,34.97,2.72,-26.48,2,4412.0,349.9,True,15.86,23.08,2.75,0.738,0.694,1.12,56,False,-1
RATEGAIN.NS,2024-05-13,2024-05-20,-30.59,False,True,-0.24,1.93,23.42,56,62,0.754,1.2,1.73,-15.87,92.48,0.74,78.47,1,9285.0,736.35,True,10.96,12.98,1.17,0.956,0.855,0.0,126,False,0
RATNAMANI.NS,2018-02-26,2018-03-05,-9.14,False,True,-5.52,3.32,17.54,60,13,0.492,2.29,1.76,-12.15,32.11,0.66,32.7,1,4350.0,606.36,True,6.03,12.06,1.51,0.722,0.512,0.78,162,True,0
RATNAMANI.NS,2019-06-03,2019-06-10,4.28,False,True,-0.44,7.57,10.24,14,47,0.246,9.0,1.06,-3.73,18.19,2.28,-3.25,3,4433.0,617.95,True,1.54,5.22,1.06,0.793,0.303,1.52,228,True,9
RATNAMANI.NS,2021-11-22,2021-11-29,40.74,False,True,-7.15,1.92,31.29,72,30,0.107,1.85,1.45,-5.03,43.99,0.44,26.78,69,9931.0,1384.38,True,0.62,6.16,1.08,0.217,0.101,-1.1,357,True,0
RATNAMANI.NS,2024-02-26,2024-03-04,-17.36,False,True,0.0,10.22,26.97,45,38,0.162,2.65,2.46,-18.03,58.86,1.4,43.97,1,22162.0,3089.24,True,4.98,10.95,1.12,0.762,0.47,0.28,475,True,0
RAYMOND.NS,2019-11-04,2019-11-11,-65.76,False,True,-0.12,7.19,12.5,4,34,0.49,18.37,-2.89,-5.64,46.13,3.57,5.87,1,5275.0,800.73,True,36.03,36.35,4.39,1.0,0.994,0.5,250,True,5
RAYMOND.NS,2021-02-22,2021-03-01,86.52,True,True,-4.18,12.03,29.7,33,88,0.048,20.31,4.5,-22.13,69.42,2.38,-26.39,22,2426.0,368.36,True,1.05,9.45,1.37,0.297,0.113,1.52,318,True,7
RAYMOND.NS,2024-04-15,2024-04-22,-26.45,False,True,-1.65,2.43,25.66,52,82,0.297,12.79,-0.57,-3.08,30.38,1.13,34.98,4,13201.0,2004.05,True,8.29,10.61,1.63,0.907,0.791,-2.49,482,True,13
RBA.NS,2022-09-26,2022-10-03,-3.1,False,True,-6.78,8.52,-2.5,10,43,0.31,15.08,0.76,-20.48,43.81,0.68,-19.31,11,9285.0,129.5,True,6.15,9.63,1.34,0.926,0.655,-1.37,93,False,6
RBLBANK.NS,2017-08-21,2017-08-28,22.42,False,True,-2.08,2.73,14.98,33,33,0.746,0.4,3.8,-10.22,75.81,0.47,,2,75823.0,492.0,False,-3.54,5.96,0.83,0.342,0.629,0.32,51,False,3
RBLBANK.NS,2019-06-24,2019-07-01,-72.93,False,True,-1.12,1.42,10.03,17,39,0.175,2.96,1.79,-7.09,30.27,0.91,16.11,1,95263.0,618.15,True,4.54,6.0,0.98,0.783,0.758,-0.17,147,False,2
RBLBANK.NS,2021-01-04,2021-01-11,-41.63,False,True,0.0,20.42,17.06,26,61,0.658,35.89,7.76,-22.23,147.36,1.39,-23.22,21,40053.0,259.9,True,13.61,18.44,2.19,0.783,0.744,0.97,227,False,10
RBLBANK.NS,2022-10-24,2022-10-31,67.21,True,True,-2.57,3.66,0.65,14,32,0.112,23.84,-0.69,-34.9,68.92,1.46,-23.84,10,20778.0,134.83,True,4.64,18.79,1.95,0.802,0.272,-1.39,321,False,19
RBLBANK.NS,2024-04-01,2024-04-08,-32.06,False,True,0.0,3.7,27.92,50,112,0.163,0.4,0.59,-12.96,77.99,1.13,78.42,1,38732.0,251.32,True,5.01,10.36,1.03,0.513,0.485,0.87,396,False,1
RBLBANK.NS,2025-04-28,2025-05-05,71.58,True,True,-7.0,3.68,8.32,2,26,0.042,19.0,-1.67,-23.27,31.52,2.25,-23.54,6,30777.0,199.7,True,3.64,9.47,1.24,0.563,0.39,3.09,452,False,44
RCF.NS,2020-01-20,2020-01-27,-1.7,False,True,-0.84,5.74,13.61,15,64,0.141,15.88,-2.08,-11.78,45.5,1.79,-7.58,4,2546.0,46.3,True,3.78,8.65,0.98,0.956,0.456,0.56,261,True,1
RCF.NS,2021-01-25,2021-02-01,48.93,False,True,-5.54,17.11,13.98,29,63,0.51,15.48,3.12,-1.55,118.31,0.8,14.63,12,2581.0,46.95,False,-2.35,8.14,1.17,0.571,0.31,0.82,314,True,28
RCF.NS,2022-03-07,2022-03-14,24.66,False,False,-9.31,-5.03,10.64,0,24,0.477,6.26,-0.58,-3.12,17.81,1.41,-2.18,1,4101.0,74.59,True,13.6,17.76,2.02,0.895,0.781,-1.87,372,True,13
RCF.NS,2023-04-24,2023-05-01,41.52,False,True,-3.38,2.62,5.63,1,62,0.496,0.39,0.98,-21.21,43.71,0.77,12.16,1,5719.0,104.01,True,5.11,8.77,0.71,0.706,0.589,-0.0,431,True,1
RCF.NS,2024-04-29,2024-05-06,-11.69,False,True,-0.19,2.85,24.39,54,63,0.526,4.02,2.13,-17.12,51.56,0.42,40.66,2,8110.0,147.51,False,-1.44,4.09,0.43,0.311,0.361,0.79,484,True,0
RCOM.NS,2017-12-25,2018-01-01,-62.72,False,True,0.0,7.58,28.65,51,50,2.659,85.19,-5.4,-7.9,210.3,7.7,6.17,1,10118.0,36.15,True,121.78,146.32,8.82,0.832,0.832,0.0,153,True,15
RECLTD.NS,2018-11-05,2018-11-12,16.02,False,False,-9.38,-7.39,2.55,0,28,0.173,12.29,-1.37,-19.17,37.29,1.01,-17.89,2,12823.0,50.37,True,4.96,8.71,0.98,0.9,0.585,-0.67,198,True,2
